E-commerce Transaction Producer started. Sending transaction data...
Sent: {'transaction_id': 81599, 'user_id': 17, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:14:21'}
Sent: {'transaction_id': 79582, 'user_id': 62, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:20:37'}
Sent: {'transaction_id': 62068, 'user_id': 9, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 1, 'amount': 699.99, 'timestamp': '2025-05-08 11:20:38'}
Sent: {'transaction_id': 26257, 'user_id': 56, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:20:39'}
Sent: {'transaction_id': 42738, 'user_id': 57, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:20:40'}
Sent: {'transaction_id': 50188, 'user_id': 1, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:20:42'}
Sent: {'transaction_id': 33267, 'user_id': 53, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:20:43'}
Sent: {'transaction_id': 76227, 'user_id': 77, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:20:45'}
Sent: {'transaction_id': 83035, 'user_id': 95, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:20:46'}
Sent: {'transaction_id': 76364, 'user_id': 7, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:20:47'}
Sent: {'transaction_id': 72352, 'user_id': 52, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:20:49'}
Sent: {'transaction_id': 22512, 'user_id': 43, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:20:50'}
Sent: {'transaction_id': 68594, 'user_id': 91, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:20:52'}
Sent: {'transaction_id': 35809, 'user_id': 48, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:20:53'}
Sent: {'transaction_id': 96967, 'user_id': 23, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:20:54'}
Sent: {'transaction_id': 45426, 'user_id': 73, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:20:55'}
Sent: {'transaction_id': 66348, 'user_id': 44, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:20:57'}
Sent: {'transaction_id': 45746, 'user_id': 85, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:20:58'}
Sent: {'transaction_id': 16892, 'user_id': 35, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:20:59'}
Sent: {'transaction_id': 73622, 'user_id': 69, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:21:01'}
Sent: {'transaction_id': 28899, 'user_id': 96, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:21:03'}
Sent: {'transaction_id': 92270, 'user_id': 85, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:21:04'}
Sent: {'transaction_id': 54673, 'user_id': 84, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:21:06'}
Sent: {'transaction_id': 26052, 'user_id': 26, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:21:06'}
Sent: {'transaction_id': 47828, 'user_id': 82, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:21:08'}
Sent: {'transaction_id': 21294, 'user_id': 52, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 2, 'amount': 999.98, 'timestamp': '2025-05-08 11:21:10'}
Sent: {'transaction_id': 89657, 'user_id': 7, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:21:12'}
Sent: {'transaction_id': 86205, 'user_id': 31, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:21:14'}
Sent: {'transaction_id': 21201, 'user_id': 46, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:21:14'}
Sent: {'transaction_id': 40840, 'user_id': 27, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:21:15'}
Sent: {'transaction_id': 20134, 'user_id': 58, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:21:16'}
Sent: {'transaction_id': 88882, 'user_id': 18, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:21:18'}
Sent: {'transaction_id': 90760, 'user_id': 33, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:21:19'}
Sent: {'transaction_id': 77549, 'user_id': 22, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:21:21'}
Sent: {'transaction_id': 36124, 'user_id': 7, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 4, 'amount': 599.96, 'timestamp': '2025-05-08 11:21:23'}
Sent: {'transaction_id': 24750, 'user_id': 96, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:21:25'}
Sent: {'transaction_id': 28787, 'user_id': 22, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:21:26'}
Sent: {'transaction_id': 80447, 'user_id': 79, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:21:28'}
Sent: {'transaction_id': 60041, 'user_id': 46, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:21:29'}
Sent: {'transaction_id': 36863, 'user_id': 7, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 4, 'amount': 519.96, 'timestamp': '2025-05-08 11:21:31'}
Sent: {'transaction_id': 78107, 'user_id': 71, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:21:32'}
Sent: {'transaction_id': 42243, 'user_id': 60, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:21:33'}
Sent: {'transaction_id': 23324, 'user_id': 95, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:21:33'}
Sent: {'transaction_id': 20475, 'user_id': 66, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:21:35'}
Sent: {'transaction_id': 54518, 'user_id': 63, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:21:36'}
Sent: {'transaction_id': 66583, 'user_id': 34, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:21:38'}
Sent: {'transaction_id': 32061, 'user_id': 35, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:21:40'}
Sent: {'transaction_id': 66854, 'user_id': 55, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 1, 'amount': 149.99, 'timestamp': '2025-05-08 11:21:41'}
Sent: {'transaction_id': 56157, 'user_id': 47, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:21:43'}
Sent: {'transaction_id': 59534, 'user_id': 74, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:21:44'}
Sent: {'transaction_id': 66229, 'user_id': 9, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:21:47'}
Sent: {'transaction_id': 92816, 'user_id': 94, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:21:49'}
Sent: {'transaction_id': 27595, 'user_id': 29, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:21:51'}
Sent: {'transaction_id': 25746, 'user_id': 37, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:21:52'}
Sent: {'transaction_id': 61137, 'user_id': 12, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:21:53'}
Sent: {'transaction_id': 56432, 'user_id': 69, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:21:54'}
Sent: {'transaction_id': 49617, 'user_id': 50, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:21:56'}
Sent: {'transaction_id': 98286, 'user_id': 74, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:21:57'}
Sent: {'transaction_id': 25773, 'user_id': 10, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 4, 'amount': 5199.96, 'timestamp': '2025-05-08 11:21:58'}
Sent: {'transaction_id': 99756, 'user_id': 6, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 3, 'amount': 3899.97, 'timestamp': '2025-05-08 11:22:00'}
Sent: {'transaction_id': 83651, 'user_id': 5, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 2, 'amount': 399.98, 'timestamp': '2025-05-08 11:22:00'}
Sent: {'transaction_id': 13909, 'user_id': 1, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 4, 'amount': 1999.96, 'timestamp': '2025-05-08 11:22:02'}
Sent: {'transaction_id': 45768, 'user_id': 69, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:22:04'}
Sent: {'transaction_id': 59511, 'user_id': 29, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 1, 'amount': 149.99, 'timestamp': '2025-05-08 11:22:04'}
Sent: {'transaction_id': 88938, 'user_id': 3, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:22:05'}
Sent: {'transaction_id': 52987, 'user_id': 11, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:22:06'}
Sent: {'transaction_id': 33215, 'user_id': 17, 'product_id': 103, 'product_name': 'Headphones', 'quantity': 2, 'amount': 299.98, 'timestamp': '2025-05-08 11:22:08'}
Sent: {'transaction_id': 49199, 'user_id': 76, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:22:10'}
Sent: {'transaction_id': 66512, 'user_id': 5, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 5, 'amount': 2499.95, 'timestamp': '2025-05-08 11:22:11'}
Sent: {'transaction_id': 61920, 'user_id': 47, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:22:12'}
Sent: {'transaction_id': 95439, 'user_id': 2, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 3, 'amount': 1499.97, 'timestamp': '2025-05-08 11:22:13'}
Sent: {'transaction_id': 36228, 'user_id': 94, 'product_id': 106, 'product_name': 'Camera', 'quantity': 1, 'amount': 599.99, 'timestamp': '2025-05-08 11:22:15'}
Sent: {'transaction_id': 91505, 'user_id': 5, 'product_id': 106, 'product_name': 'Camera', 'quantity': 4, 'amount': 2399.96, 'timestamp': '2025-05-08 11:22:16'}
Sent: {'transaction_id': 79876, 'user_id': 83, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:22:17'}
Sent: {'transaction_id': 93279, 'user_id': 98, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:22:18'}
Sent: {'transaction_id': 22003, 'user_id': 36, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 1, 'amount': 119.99, 'timestamp': '2025-05-08 11:22:19'}
Sent: {'transaction_id': 54762, 'user_id': 31, 'product_id': 108, 'product_name': 'Bluetooth Speaker', 'quantity': 2, 'amount': 159.98, 'timestamp': '2025-05-08 11:22:21'}
Sent: {'transaction_id': 37846, 'user_id': 33, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 1, 'amount': 349.99, 'timestamp': '2025-05-08 11:22:22'}
Sent: {'transaction_id': 63197, 'user_id': 100, 'product_id': 110, 'product_name': 'Wireless Earbuds', 'quantity': 2, 'amount': 239.98, 'timestamp': '2025-05-08 11:22:23'}
Sent: {'transaction_id': 75413, 'user_id': 7, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:22:23'}
Sent: {'transaction_id': 63410, 'user_id': 2, 'product_id': 107, 'product_name': 'Gaming Console', 'quantity': 1, 'amount': 499.99, 'timestamp': '2025-05-08 11:22:24'}
Sent: {'transaction_id': 77676, 'user_id': 6, 'product_id': 106, 'product_name': 'Camera', 'quantity': 2, 'amount': 1199.98, 'timestamp': '2025-05-08 11:22:26'}
Sent: {'transaction_id': 78690, 'user_id': 82, 'product_id': 101, 'product_name': 'Smartphone', 'quantity': 2, 'amount': 1399.98, 'timestamp': '2025-05-08 11:22:27'}
Sent: {'transaction_id': 60933, 'user_id': 78, 'product_id': 104, 'product_name': 'Tablet', 'quantity': 2, 'amount': 699.98, 'timestamp': '2025-05-08 11:22:28'}
Sent: {'transaction_id': 90963, 'user_id': 19, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 1, 'amount': 1299.99, 'timestamp': '2025-05-08 11:22:29'}
Sent: {'transaction_id': 97958, 'user_id': 53, 'product_id': 102, 'product_name': 'Laptop', 'quantity': 2, 'amount': 2599.98, 'timestamp': '2025-05-08 11:22:30'}
Sent: {'transaction_id': 95083, 'user_id': 27, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 2, 'amount': 259.98, 'timestamp': '2025-05-08 11:22:31'}
Sent: {'transaction_id': 12836, 'user_id': 15, 'product_id': 109, 'product_name': 'External Hard Drive', 'quantity': 1, 'amount': 129.99, 'timestamp': '2025-05-08 11:22:33'}
Sent: {'transaction_id': 94861, 'user_id': 77, 'product_id': 105, 'product_name': 'Smartwatch', 'quantity': 1, 'amount': 199.99, 'timestamp': '2025-05-08 11:22:34'}
